City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
325,San Rafael Del Sur,NI,11.8485,-86.4384,73.99,89,100,3.83,overcast clouds
326,Narasannapeta,IN,18.4167,84.05,80.37,40,22,5.01,few clouds
327,Lima Duarte,BR,-21.8425,-43.7931,64.53,97,98,1.3,overcast clouds
328,Leningradskiy,RU,69.3833,178.4167,2.97,87,100,4.85,overcast clouds
329,Slave Lake,CA,55.2834,-114.769,13.98,79,100,14.97,light snow
330,Kuching,MY,1.55,110.3333,84.13,88,40,5.75,scattered clouds
331,Cayenne,GF,4.9333,-52.3333,73.44,100,100,0.0,mist
332,Huilong,CN,31.8111,121.655,68.94,99,100,2.13,light rain
333,Salalah,OM,17.0151,54.0924,85.98,30,96,2.98,overcast clouds
334,Tamworth,GB,52.634,-1.6959,43.83,96,37,1.99,scattered clouds
335,Lins,BR,-21.6786,-49.7425,65.82,84,29,9.19,scattered clouds
336,Riyadh,SA,24.6877,46.7219,77.14,25,0,5.55,clear sky
337,Kawalu,ID,-7.3817,108.2082,78.51,84,97,4.5,light rain
338,Irondequoit,US,43.2134,-77.5797,41.25,94,100,13.8,mist
339,Abonnema,NG,4.7084,6.7931,77.29,77,100,4.16,overcast clouds
340,Kodinsk,RU,58.6881,99.1844,-6.68,95,100,9.08,light snow
341,Limoux,FR,42.9167,2.1667,45.7,91,100,8.75,light rain
342,Lufilufi,WS,-13.8745,-171.5986,76.78,72,27,17.16,scattered clouds
343,Liaozhong,CN,41.5061,122.7242,31.06,88,100,12.66,overcast clouds
344,Qui Nhon,VN,13.7667,109.2333,82.09,78,23,7.74,few clouds
345,Katsuura,JP,35.1333,140.3,63.09,75,100,13.42,overcast clouds
346,Ruza,RU,55.699,36.1952,24.22,93,100,8.46,overcast clouds
347,Alofi,NU,-19.0595,-169.9187,76.89,78,75,9.22,broken clouds
348,Baoqing,CN,46.3317,132.2111,19.2,75,100,3.65,overcast clouds
349,Mahebourg,MU,-20.4081,57.7,80.89,61,40,12.66,scattered clouds
350,Krasnoselkup,RU,65.7,82.4667,-2.99,98,92,8.05,overcast clouds
351,Itaituba,BR,-4.2761,-55.9836,71.22,96,90,0.2,overcast clouds
352,Caraballeda,VE,10.6112,-66.8522,80.67,91,40,2.3,scattered clouds
353,Kenai,US,60.5544,-151.2583,15.15,79,0,0.0,clear sky
354,Kangaatsiaq,GL,68.3065,-53.4641,18.18,83,100,12.26,overcast clouds
355,Martil,MA,35.6166,-5.2752,60.76,72,20,16.11,few clouds
356,Praia Da Vitoria,PT,38.7333,-27.0667,66.76,94,40,29.89,scattered clouds
357,Garmsar,IR,35.2182,52.3409,60.08,33,49,4.14,scattered clouds
358,Klaksvik,FO,62.2266,-6.589,47.32,88,14,18.28,few clouds
359,Guerrero Negro,MX,27.9769,-114.0611,60.67,74,0,7.09,clear sky
360,Ilulissat,GL,69.2167,-51.1,14.02,73,99,0.0,overcast clouds
361,Kostivere,EE,59.427,25.0962,28.58,88,100,4.61,overcast clouds
362,Margate,GB,51.3813,1.3862,46.69,98,100,9.71,overcast clouds
363,Arman,RU,59.7,150.1667,4.91,99,100,16.96,snow
364,Leon,MX,21.1167,-101.6667,59.04,47,0,1.72,clear sky
365,Tharad,IN,24.3961,71.6267,84.33,14,2,1.61,clear sky
366,Teguise,ES,29.0605,-13.564,66.42,78,20,19.57,few clouds
367,Norman Wells,CA,65.282,-126.8329,-11.16,77,75,5.75,light snow
368,Xai-Xai,MZ,-25.0519,33.6442,75.29,81,100,17.58,light rain
369,Barcelos,PT,41.5388,-8.6151,48.92,83,100,3.0,overcast clouds
370,Turukhansk,RU,65.8167,87.9833,-1.7,97,100,7.18,overcast clouds
371,Kampot,KH,10.6167,104.1833,87.85,73,61,5.21,broken clouds
372,Nagato,JP,34.3833,131.2,66.06,71,33,23.91,scattered clouds
373,Vardo,NO,70.3705,31.1107,30.18,86,0,14.97,clear sky
374,Salto De Agua,MX,17.6167,-92.3667,74.8,95,100,2.17,overcast clouds
375,Horki,BY,54.2861,30.9842,30.51,98,100,7.63,overcast clouds
376,Jumla,NP,29.2747,82.1838,64.49,21,0,6.17,clear sky
377,Dalby,AU,-27.1833,151.2667,81.88,46,99,7.47,overcast clouds
378,Gwanda,ZW,-20.9333,29.0,64.72,92,100,11.43,light rain
379,Vao,NC,-22.6667,167.4833,76.96,84,100,14.52,overcast clouds
380,Pombas,CV,17.1503,-25.0201,71.38,65,11,14.47,few clouds
381,Olinda,BR,-8.0089,-34.8553,78.53,73,75,4.61,broken clouds
382,Coxim,BR,-18.5067,-54.76,72.25,52,1,0.29,clear sky
383,Los Llanos De Aridane,ES,28.6585,-17.9182,65.95,73,75,10.36,broken clouds
384,Pozo Colorado,PY,-23.4923,-58.7972,71.82,78,0,4.68,clear sky
385,Siirt,TR,37.9326,41.9403,42.94,100,29,2.3,scattered clouds
386,Xining,CN,36.6167,101.7667,38.95,24,0,1.12,clear sky
387,Mogadishu,SO,2.0371,45.3438,85.87,74,40,11.5,scattered clouds
388,Vangaindrano,MG,-23.35,47.6,83.43,57,8,10.74,clear sky
389,Tsaratanana,MG,-16.7833,47.65,87.4,29,0,4.68,clear sky
390,Dormidontovka,RU,47.7702,134.9076,16.61,82,100,2.55,overcast clouds
391,Husavik,IS,66.0449,-17.3389,32.36,84,71,9.98,broken clouds
392,Rawlins,US,41.7911,-107.2387,28.35,64,0,20.71,clear sky
393,Touros,BR,-5.1989,-35.4608,77.29,80,100,9.62,overcast clouds
394,Simao,CN,22.7886,100.9748,78.15,41,23,6.2,few clouds
395,Beloha,MG,-25.1667,45.05,88.68,38,63,6.8,broken clouds
396,Svoge,BG,42.9667,23.35,36.72,97,100,3.78,overcast clouds
397,Okhotsk,RU,59.3833,143.3,-1.08,81,83,22.01,broken clouds
398,Santa Monica,US,34.0195,-118.4912,60.06,83,100,3.44,mist
399,Ucluelet,CA,48.9329,-125.5528,37.09,91,10,6.82,clear sky
400,Kenitra,MA,34.261,-6.5802,50.76,84,43,2.39,scattered clouds
401,Monrovia,LR,6.3005,-10.7969,77.49,80,100,2.33,overcast clouds
402,Namatanai,PG,-3.6667,152.4333,83.86,70,8,8.84,light rain
403,Anadyr,RU,64.75,177.4833,23.5,86,40,20.13,scattered clouds
404,Manggar,ID,-2.8833,108.2667,81.07,77,100,3.31,overcast clouds
405,Kamaishi,JP,39.2667,141.8833,48.56,69,5,6.98,clear sky
406,Pobe,BJ,6.9801,2.6649,76.57,82,72,3.18,broken clouds
407,Asau,RO,46.4333,26.4,33.28,94,100,2.93,overcast clouds
408,Chicama,PE,-7.8447,-79.1469,63.14,86,100,3.71,overcast clouds
409,Aitape,PG,-3.1374,142.3475,83.39,77,65,6.08,broken clouds
410,Lom Sak,TH,16.7798,101.2422,93.09,59,40,3.44,scattered clouds
411,Port Keats,AU,-14.25,129.55,85.84,64,46,7.56,scattered clouds
412,Ajaccio,FR,42.0,8.9167,44.65,81,0,3.44,clear sky
413,Sembakung,ID,3.8167,117.25,88.97,58,92,3.33,overcast clouds
414,Anloga,GH,5.7947,0.8973,81.46,77,39,11.95,scattered clouds
415,Acapulco,MX,16.8634,-99.8901,76.82,88,0,0.0,clear sky
416,Dourbali,TD,11.8091,15.8632,74.86,17,79,8.88,broken clouds
417,Fairbanks,US,64.8378,-147.7164,8.56,82,100,4.61,light snow
418,Awbari,LY,26.5921,12.7805,51.73,62,0,13.47,clear sky
419,Tambovka,RU,50.0969,128.0489,-0.02,96,100,3.76,overcast clouds
420,Kutum,SD,14.2,24.6667,70.16,19,100,4.94,overcast clouds
421,Sur,OM,22.5667,59.5289,82.0,51,100,6.17,overcast clouds
422,Horsham,GB,51.064,-0.3272,49.01,93,17,5.1,few clouds
423,Ust-Maya,RU,60.4167,134.5333,-40.43,100,100,0.98,overcast clouds
424,Jiwani,PK,25.05,61.7417,80.8,40,86,2.59,overcast clouds
425,Maniitsoq,GL,65.4167,-52.9,30.99,76,100,17.09,overcast clouds
426,Tonk,IN,26.1667,75.7833,78.98,21,0,3.0,clear sky
427,Vila Velha,BR,-20.3297,-40.2925,73.35,94,100,19.57,mist
428,San Quintin,MX,30.4833,-115.95,57.87,79,96,1.95,overcast clouds
429,Umm Lajj,SA,25.0213,37.2685,78.69,52,100,4.5,overcast clouds
430,Madison,US,34.7334,-86.5667,51.44,83,100,5.75,overcast clouds
431,Baykit,RU,61.67,96.37,-4.83,94,100,5.19,overcast clouds
432,Agirish,RU,61.9247,63.0231,3.9,86,5,2.64,clear sky
433,Lewistown,US,40.5992,-77.5714,55.18,85,100,9.22,overcast clouds
434,Saint-Michel-Des-Saints,CA,46.6834,-73.9159,33.94,97,100,8.55,light snow
435,Lethem,GY,3.3803,-59.7968,74.82,89,100,7.83,overcast clouds
436,Waunakee,US,43.1919,-89.4557,31.08,87,0,0.0,clear sky
437,Pangody,RU,65.85,74.4859,-4.4,96,85,7.11,overcast clouds
438,Shelburne,CA,44.0787,-80.2041,34.25,99,100,13.42,overcast clouds
439,Olds,CA,51.7834,-114.102,10.85,61,100,27.63,overcast clouds
440,Senneterre,CA,48.3835,-77.2328,24.12,90,100,9.15,overcast clouds
441,Thinadhoo,MV,0.5333,72.9333,80.58,74,15,5.91,few clouds
442,Yar-Sale,RU,66.8333,70.8333,2.14,91,96,7.07,overcast clouds
443,Tanout,NE,14.9709,8.8879,65.39,25,23,9.13,few clouds
444,Kaeo,NZ,-35.1,173.7833,64.33,71,0,5.44,clear sky
445,Muros,ES,42.7762,-9.0603,48.69,68,70,14.34,broken clouds
446,Saint-Augustin,CA,51.226,-58.6502,20.93,96,100,4.52,overcast clouds
447,Provideniya,RU,64.3833,-173.3,16.63,94,100,11.54,overcast clouds
448,Jerome,US,42.7241,-114.5186,43.68,61,75,6.91,broken clouds
449,Gallup,US,35.5281,-108.7426,31.01,58,0,5.75,clear sky
450,Hobyo,SO,5.3505,48.5268,83.44,62,100,17.11,overcast clouds
451,Mkushi,ZM,-13.6202,29.3939,69.28,77,100,6.51,overcast clouds
452,Redlands,US,34.0556,-117.1825,59.94,50,0,0.0,clear sky
453,Sabang,ID,5.8933,95.3214,81.66,72,62,3.78,broken clouds
454,Nokaneng,BW,-19.6667,22.2667,77.79,60,1,5.57,clear sky
455,Camacha,PT,33.0833,-16.3333,65.62,77,40,12.66,scattered clouds
456,Manzhouli,CN,49.6,117.4333,1.47,92,100,13.38,overcast clouds
457,Mnogovershinnyy,RU,53.9353,139.9242,6.3,82,80,13.82,broken clouds
458,Caravelas,BR,-17.7125,-39.2481,71.6,98,100,4.16,overcast clouds
459,San Juan,AR,-31.5375,-68.5364,82.6,25,26,14.45,scattered clouds
460,Aswan,EG,24.0934,32.907,73.87,30,100,3.0,overcast clouds
461,Dalvik,IS,65.9702,-18.5286,33.73,85,92,8.48,light snow
462,Yulara,AU,-25.2406,130.9889,87.98,18,10,7.18,clear sky
463,Thiruvananthapuram,IN,8.4833,76.9167,87.78,62,20,4.61,few clouds
464,Coquimbo,CL,-29.9533,-71.3436,60.53,88,100,2.3,overcast clouds
465,Nishihara,JP,26.1842,127.7558,78.46,78,20,11.5,few clouds
466,Turje,HU,46.9837,17.1074,38.91,82,99,9.82,overcast clouds
467,Ilam,NP,26.9167,87.9167,69.04,47,0,6.44,clear sky
468,Copiapo,CL,-27.3667,-70.3333,56.89,75,0,1.48,clear sky
469,Viedma,AR,-40.8135,-62.9967,64.74,76,98,13.13,overcast clouds
470,Ridgecrest,US,35.6225,-117.6709,49.39,42,0,3.36,clear sky
471,Markapur,IN,15.7333,79.2833,83.21,56,15,4.61,few clouds
472,Tabuk,PH,17.4189,121.4443,86.34,61,1,4.97,clear sky
473,Bogatyr,RU,53.4298,49.9455,19.89,62,0,6.71,clear sky
474,Slawno,PL,54.3628,16.6789,35.49,89,42,9.35,scattered clouds
475,San Patricio,US,28.017,-97.5169,64.24,90,0,1.63,clear sky
476,Corralillo,CU,22.9819,-80.5856,72.81,90,100,5.68,moderate rain
477,Portland,US,45.5234,-122.6762,43.75,94,75,6.91,broken clouds
478,Isla Mujeres,MX,21.2311,-86.731,75.25,81,100,8.61,light rain
479,Jinji,CN,23.2281,110.8261,85.8,63,54,10.58,broken clouds
480,Hue,VN,16.4667,107.6,87.91,70,20,6.91,few clouds
481,Tual,ID,-5.6667,132.75,84.51,71,100,11.3,light rain
482,Paamiut,GL,61.994,-49.6678,30.58,76,100,12.39,overcast clouds
483,Whyalla,AU,-33.0333,137.5833,64.24,56,5,20.87,clear sky
484,Hengshan,CN,45.2,130.9167,19.08,89,100,8.01,light snow
485,Tuapse,RU,44.1125,39.0742,51.46,75,12,5.3,few clouds
486,Stralsund,DE,54.3091,13.0818,40.01,80,100,17.56,overcast clouds
487,Iqaluit,CA,63.7506,-68.5145,-6.07,84,100,32.21,light snow
488,Najran,SA,17.4924,44.1277,72.25,36,0,10.45,clear sky
489,Kaputa,ZM,-8.4689,29.6619,73.53,76,100,1.48,light rain
490,Wakkanai,JP,45.4094,141.6739,33.78,64,75,9.22,broken clouds
491,Price,US,39.5994,-110.8107,24.12,63,0,6.91,clear sky
492,Depok,ID,-6.4,106.8186,94.64,49,82,9.06,broken clouds
493,Koltsovo,RU,54.9376,83.1825,-9.63,83,99,4.94,overcast clouds
494,Itu,BR,-23.2642,-47.2992,68.92,86,61,7.94,broken clouds
495,Broken Hill,AU,-31.95,141.4333,72.16,27,0,14.38,clear sky
496,Say,NE,13.1007,2.3689,72.16,19,59,7.05,broken clouds
497,Nushki,PK,29.5542,66.0215,67.35,13,0,4.47,clear sky
498,Puerto Colombia,CO,10.9878,-74.9547,75.29,86,100,8.68,light rain
499,Tonstad,NO,58.6626,6.7169,45.19,96,100,25.48,light rain
500,Antofagasta,CL,-23.65,-70.4,63.68,88,4,1.9,clear sky
501,Avera,US,33.194,-82.5271,51.91,76,0,9.35,clear sky
502,Hofn,IS,64.2539,-15.2082,35.87,89,100,15.59,overcast clouds
503,Poum,NC,-20.2333,164.0167,80.11,79,62,17.65,broken clouds
504,Bengkulu,ID,-3.8004,102.2655,82.94,70,100,7.31,overcast clouds
505,Port Macquarie,AU,-31.4333,152.9167,71.89,75,55,6.82,broken clouds
506,Matagami,CA,49.7502,-77.6328,23.11,80,100,10.36,overcast clouds
507,Calhoun,US,42.2506,-85.0005,39.34,64,100,0.0,overcast clouds
508,Alad,PH,12.6168,122.2475,83.32,74,100,10.6,overcast clouds
509,Buala,SB,-8.145,159.5921,81.93,79,73,4.25,broken clouds
510,Port-Gentil,GA,-0.7193,8.7815,78.76,94,20,3.44,few clouds
511,Nyimba,ZM,-14.5566,30.8149,72.82,77,100,4.68,overcast clouds
512,Grindavik,IS,63.8424,-22.4338,36.07,69,20,8.05,few clouds
513,Buchanan,LR,5.8808,-10.0467,76.8,84,45,3.22,scattered clouds
514,Palauig,PH,15.435,119.9045,84.76,67,9,8.28,clear sky
515,Kazanskoye,RU,55.6448,69.235,-1.07,81,0,7.58,clear sky
516,Pemangkat,ID,1.1667,108.9667,84.33,67,92,7.38,overcast clouds
517,Inhambane,MZ,-23.865,35.3833,75.18,88,75,3.44,broken clouds
518,Yaan,NG,7.3833,8.5667,77.85,65,90,4.59,overcast clouds
519,Zhangjiakou,CN,40.81,114.8794,33.8,15,1,21.68,clear sky
520,Vilyuysk,RU,63.7553,121.6247,-24.92,98,35,4.81,scattered clouds
521,Sioux Lookout,CA,50.1001,-91.917,24.87,74,100,4.61,overcast clouds
522,Sisimiut,GL,66.9395,-53.6735,23.77,73,100,10.04,overcast clouds
523,Marawi,PH,7.9986,124.2928,76.41,84,81,5.26,broken clouds
524,Segezha,RU,63.7415,34.3222,22.24,94,100,6.06,overcast clouds
525,Tabou,CI,4.423,-7.3528,76.42,87,99,6.15,moderate rain
526,Tateyama,JP,34.9833,139.8667,58.1,77,100,11.48,overcast clouds
527,Sulayman,IQ,31.4002,46.2851,71.98,29,72,10.92,broken clouds
528,Malartic,CA,48.1335,-78.1328,24.91,89,100,9.53,overcast clouds
529,Nador,MA,35.174,-2.9287,62.85,67,20,13.8,few clouds
530,Ibra,OM,22.6906,58.5334,82.62,28,93,2.68,overcast clouds
531,Eregli,TR,37.5133,34.0467,45.54,49,16,1.45,few clouds
532,Willowmore,ZA,-33.2926,23.4895,64.36,60,9,13.04,clear sky
533,Carutapera,BR,-1.195,-46.02,76.66,87,32,5.19,scattered clouds
534,Quchan,IR,37.106,58.5095,47.75,64,21,13.31,few clouds
535,Egvekinot,RU,66.3167,-179.1667,2.46,85,33,6.46,scattered clouds
536,Belmonte,BR,-15.8631,-38.8828,74.73,93,100,11.83,light rain
537,Solwezi,ZM,-12.1688,26.3894,64.99,89,100,4.0,overcast clouds
538,Tautira,PF,-17.7333,-149.15,77.38,81,100,14.23,light rain
539,Neiafu,TO,-18.65,-173.9833,80.64,71,100,14.79,overcast clouds
540,Vallecillo,HN,14.5167,-87.4,64.22,94,100,1.81,overcast clouds
541,Tolmachevo,RU,54.9824,82.7363,-9.06,64,0,7.0,clear sky
542,Flin Flon,CA,54.7682,-101.865,18.81,92,100,13.76,light snow
543,Manacapuru,BR,-3.2997,-60.6206,74.39,90,91,2.44,overcast clouds
544,San Carlos De Bariloche,AR,-41.1456,-71.3082,62.35,72,0,9.22,clear sky
545,Road Town,VG,18.4167,-64.6167,77.09,73,22,16.02,few clouds
546,Half Moon Bay,US,37.4636,-122.4286,53.62,83,20,0.0,few clouds
547,Arenillas,ES,41.3471,-2.8462,36.0,88,76,13.76,broken clouds
548,Marquette,US,46.5333,-87.6335,31.82,73,100,2.42,overcast clouds
549,Oktyabrskoye,RU,43.0645,44.7417,41.14,100,100,2.24,overcast clouds
550,Lima,PE,-12.0432,-77.0282,64.65,82,100,8.05,overcast clouds
551,Manta,EC,-0.95,-80.7333,71.38,88,100,11.5,overcast clouds
552,Mastic Beach,US,40.7668,-72.8521,55.6,77,0,8.01,clear sky
553,Sterling,US,39.0062,-77.4286,54.37,97,100,3.44,mist
554,Jijiga,ET,9.35,42.8,71.92,27,49,13.06,scattered clouds
555,Sobolevo,RU,54.4299,31.8996,30.61,97,100,8.34,overcast clouds
556,Kapoeta,SS,4.7717,33.5903,87.15,38,16,17.78,few clouds
557,Gobabis,NA,-22.45,18.9667,78.98,43,0,15.21,clear sky
558,Serenje,ZM,-13.2325,30.2352,70.83,64,100,4.85,light rain
559,Vilcun,CL,-38.65,-72.2333,47.14,93,0,1.34,clear sky
560,Comodoro Rivadavia,AR,-45.8667,-67.5,49.86,93,0,2.3,clear sky
561,Bristol,US,41.8334,-71.1662,55.78,81,3,8.01,clear sky
562,Bambey,SN,14.6955,-16.4493,60.85,17,1,8.75,clear sky
563,Bentong,MY,3.5181,101.9079,88.77,79,70,1.61,broken clouds
564,Pucara,PE,-15.9803,-71.4606,38.79,72,89,4.34,overcast clouds
565,Aguimes,ES,27.9054,-15.4461,66.83,78,20,17.27,few clouds
566,Ust-Nera,RU,64.5667,143.2,-26.25,97,100,2.28,overcast clouds
567,Tucupita,VE,9.0622,-62.051,72.63,100,100,1.3,overcast clouds
568,Gondanglegi,ID,-7.7479,112.0132,79.93,84,100,11.97,light rain
569,Merauke,ID,-8.4667,140.3333,83.01,73,96,8.08,overcast clouds
570,Walvis Bay,NA,-22.9575,14.5053,61.75,67,75,5.75,broken clouds
571,Tiznit,MA,29.5833,-9.5,57.52,36,0,2.3,clear sky
572,Orizona,BR,-17.0314,-48.2958,65.14,92,1,4.43,clear sky
573,Suez,EG,29.9737,32.5263,65.98,46,80,1.36,broken clouds
574,Jega,NG,12.2175,4.3792,68.76,24,56,8.05,broken clouds
575,Sabaudia,IT,41.3003,13.0282,56.48,83,59,6.13,broken clouds
576,Leshan,CN,29.5623,103.7639,70.52,53,58,5.17,broken clouds
577,Bucerias,MX,20.75,-105.3333,69.98,85,5,4.7,clear sky
578,Puerto Penasco,MX,31.3167,-113.5333,64.26,41,100,2.73,overcast clouds
579,Muli,MV,2.9167,73.5667,80.91,67,35,5.03,scattered clouds
580,Tamandare,BR,-8.7597,-35.1047,76.03,86,98,7.18,overcast clouds
581,North Bend,US,43.4065,-124.2243,46.92,93,100,6.91,overcast clouds
582,Beatrice,US,40.2681,-96.747,26.69,80,0,4.61,clear sky
583,Kieta,PG,-6.2167,155.6333,81.46,81,96,6.42,light rain
584,Mizdah,LY,31.4451,12.9801,58.8,78,63,10.51,broken clouds
585,Shangrao,CN,28.4532,117.9686,72.55,84,91,1.1,overcast clouds
586,Misterbianco,IT,37.5341,14.9538,52.38,88,20,4.61,few clouds
587,Tomatlan,MX,19.9333,-105.25,68.13,88,37,2.13,scattered clouds
588,Lakatoro,VU,-16.0999,167.4164,82.35,74,96,8.12,overcast clouds
589,Puerto Narino,CO,-3.7703,-70.3831,70.59,99,99,1.66,light rain
590,Gat,IL,31.61,34.7642,70.79,100,32,1.14,scattered clouds
591,Penzance,GB,50.1186,-5.5371,48.88,73,46,24.96,scattered clouds
592,Makhachkala,RU,42.9764,47.5024,41.02,80,100,8.75,overcast clouds
593,Maku,IR,39.2911,44.4521,45.21,57,20,0.0,few clouds
594,Ambon,ID,-3.6954,128.1814,89.74,62,40,6.91,scattered clouds
595,Bolshoye Murashkino,RU,55.7826,44.7754,9.63,94,31,6.91,scattered clouds
596,Ulaangom,MN,49.9811,92.0667,-2.96,73,5,1.99,clear sky
597,Bozhou,CN,33.8772,115.7703,50.54,72,100,14.92,overcast clouds
598,Middlebury,US,44.0153,-73.1673,43.02,98,100,5.75,mist
599,Jalu,LY,29.0331,21.5482,59.29,49,100,2.98,overcast clouds
600,Rongcheng,CN,30.634,117.8517,62.42,95,100,4.85,light rain
601,Pyaozerskiy,RU,65.8333,31.1667,18.59,94,33,5.46,scattered clouds
602,Odlabari,IN,26.8333,88.6167,80.6,37,0,4.76,clear sky
603,Ballina,AU,-28.8667,153.5667,79.79,92,66,14.58,broken clouds
604,Ayr,GB,55.4627,-4.6339,40.98,93,40,6.91,scattered clouds
605,Coronado,US,32.6859,-117.1831,58.26,89,75,5.99,mist
606,Livingston,GB,55.9029,-3.5226,43.16,87,0,3.44,clear sky
607,Uvat,RU,59.1433,68.8953,1.09,81,100,7.76,overcast clouds
608,Lebowakgomo,ZA,-24.2,29.5,67.1,57,60,8.9,broken clouds
609,Saint-Joseph,RE,-21.3667,55.6167,81.1,69,98,6.38,overcast clouds
610,Chekhov,RU,55.1431,37.4711,25.14,92,100,8.01,overcast clouds
611,Xichang,CN,27.8964,102.2634,67.12,36,0,2.24,clear sky
612,Yanam,IN,16.7333,82.2167,83.95,49,10,5.93,clear sky
613,Wattegama,LK,6.7989,81.4808,87.73,54,81,2.66,broken clouds
614,Kununurra,AU,-15.7667,128.7333,89.58,62,75,9.22,broken clouds
615,Boa Vista,BR,2.8197,-60.6733,75.18,94,75,2.3,broken clouds
616,Yenagoa,NG,4.9247,6.2642,82.62,71,25,3.22,scattered clouds
617,Khovu-Aksy,RU,51.1333,93.6,-10.43,84,28,2.57,scattered clouds
618,Buraydah,SA,26.326,43.975,72.05,23,100,11.9,overcast clouds
619,Joshimath,IN,30.5667,79.5667,66.51,18,31,6.78,scattered clouds
620,Coahuayana,MX,18.7333,-103.6833,71.08,89,67,3.56,broken clouds
621,Oak Ridge,US,36.0104,-84.2696,53.33,65,100,4.61,overcast clouds
622,Almaznyy,RU,48.0448,40.045,33.42,72,100,11.86,overcast clouds
623,Hualmay,PE,-11.0964,-77.6139,65.41,87,65,7.94,broken clouds
624,Jiangkou,CN,25.4872,119.1986,75.81,83,5,9.04,clear sky
625,Sheltozero,RU,61.3667,35.3667,24.04,84,100,9.69,overcast clouds
626,Mahibadhoo,MV,3.7833,72.9667,81.03,69,85,5.14,overcast clouds
627,Imeni Poliny Osipenko,RU,52.4201,136.4853,-0.58,98,13,1.72,few clouds
628,Kirkuk,IQ,35.4681,44.3922,62.96,41,100,2.21,overcast clouds
629,Greece,US,43.2098,-77.6931,41.02,95,100,13.8,light rain
630,Rocha,UY,-34.4833,-54.3333,61.41,99,38,5.17,scattered clouds
631,Kuala Kedah,MY,6.1,100.3,91.38,62,20,4.61,few clouds
632,Tayoltita,MX,24.0833,-105.9333,52.83,25,0,6.93,clear sky
633,Tres Arroyos,AR,-38.3739,-60.2798,63.16,81,81,10.58,broken clouds
634,Cosala,MX,24.4125,-106.6908,56.43,31,0,4.88,clear sky
635,Lumberton,US,34.6182,-79.0086,60.66,72,0,11.5,clear sky
636,Illela,NG,13.7292,5.2975,74.57,19,97,13.35,overcast clouds
637,Rabo De Peixe,PT,37.8,-25.5833,66.27,99,75,13.8,broken clouds
638,Sibolga,ID,1.7427,98.7792,83.28,71,100,3.02,overcast clouds
639,Sonamura,IN,23.4719,91.2664,86.0,53,97,2.93,overcast clouds
640,General Salgado,BR,-20.6483,-50.3606,69.48,71,78,8.59,broken clouds
641,Beringovskiy,RU,63.05,179.3167,27.03,95,100,26.96,snow
642,Sturgis,US,41.7992,-85.4192,40.06,92,100,6.91,overcast clouds
643,Fuyu,CN,45.1833,124.8167,19.74,79,100,8.77,snow
644,Sarkand,KZ,45.41,79.9186,14.52,73,0,3.2,clear sky
645,Itarema,BR,-2.9248,-39.9167,76.15,84,94,8.48,overcast clouds
646,Ban Tak,TH,17.0432,99.0813,84.88,75,99,2.39,overcast clouds
647,Gimli,CA,50.6336,-96.9907,33.82,69,100,24.16,overcast clouds
648,Nuuk,GL,64.1835,-51.7216,29.61,77,100,9.64,overcast clouds
649,Hambantota,LK,6.1241,81.1185,89.94,51,20,3.44,few clouds
650,Moerai,PF,-22.4333,-151.3333,73.98,86,20,20.54,few clouds
651,Robinson,US,31.4677,-97.1147,49.87,92,0,4.61,clear sky
652,Bestobe,KZ,52.4994,73.0975,-4.36,80,3,10.49,clear sky
653,Tara,RU,56.8944,74.371,-2.25,84,78,6.49,broken clouds
